country_slug,year,index_value,index_status,source_id,series_id,index_kind,base_period,notes
united-states,1993,144.5,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,1994,148.2,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,1995,152.4,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,1996,156.9,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,1997,160.5,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,1998,163.0,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,1999,166.6,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2000,172.2,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2001,177.1,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2002,179.9,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2003,184.0,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2004,188.9,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2005,195.3,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2006,201.6,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2007,207.342,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2008,215.303,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2009,214.537,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
united-states,2010,218.056,final,bls-cpi-u,CUUR0000SA0,CPI-U,1982-84=100,"BLS annual average CPI-U, U.S. city average, all items, not seasonally adjusted; period M13."
